name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Park Place Car Wash & Detail,Encinitas,CA,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states touchless wash. Reviews confirm brushless automatic service. Mixed facility includes detailing, but touchless bay clearly present.","Oceanside-Carlsbad, CA #2; San Diego, CA #3",80
Dean Car Wash and Dog Wash,Pittsburgh,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states automated touchless wash. Reviews confirm touchless bay presence. Mixed facility with self-serve, soft-touch, and touchless options.","Pittsburgh, PA #1",65
Lindsay Carwash,Mesa,AZ,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless/no-touch bay with 3 price options. Also offers self-serve bays and vacuum service. Evidence strongly supports touchless automatic presence.","Phoenix, AZ #2",90
Elephant Touchless Car Wash,Medical Lake,WA,Elephant Car Wash,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless automatic wash. Customers distinguish it from brush/flap washes. Name, description, and touchless_wash_types all align.","Spokane, WA #3",86
Scrub Co Car Wash,Port Ewen,NY,,confirmed_touchless,mixed_with_touchless,0.85,"Description confirms touchless (brushless) automated system. Multiple reviews explicitly praise 'touch free' option. Mixed facility also offers standard/soft-touch bays. One complaint about wash ineffectiveness does not negate touchless availability.","Poughkeepsie, NY #2",85
Shine Brite Car Wash,Ashland City,TN,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/no-touch automatic wash. Description states touchless automatic experience. No brush/cloth contact evidence.","Nashville, TN #2",77
Excel Car Wash,Tyler,TX,,confirmed_touchless,touchless_automatic,0.92,"Website states brushless automatic system. Multiple reviews explicitly confirm 'touch free' and 'touch less' experience with positive cleaning results.","Tyler, TX #2",82
Soapy Joe's Car Wash - E Valley Pkwy, Escondido,Escondido,CA,,not_touchless,brush_tunnel,0.92,"Website mentions 'automatic' but no touchless/brushless language. Reviews report scratches, damage, and rollers—classic friction tunnel. One review mentions 'brushless' but context suggests soft-touch brush system, not true touchless.","Oceanside-Carlsbad, CA #1",80
Klean Freak Car Wash,Silverdale,WA,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm brushless/touchless automatic wash. Website lacks touchless mention, but customer evidence (5★ 'only touchless automatic' in area, 'brushless carwash') overrides generic site copy.","Seattle, WA #2",84
Turn 4 Car Wash,Marinette,WI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Touchless' and 'Touch Free' with no brushes. Multiple reviews confirm touch-free/no-touch operation. High-pressure water system.","Sturgeon Bay, WI #1",78
Hamilton Touchless,Sioux City,IA,,confirmed_touchless,mixed_with_touchless,0.95,"Automatic touchless tunnel confirmed by multiple reviews. Hand-prep services (windows, hood, wheels) are pre-wash; tunnel itself is touchless/brush-free.","Sioux City, IA #1",85
UNITED CAR WASH LAKE OSWEGO,Lake Oswego,OR,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm automatic touchless/no-touch wash bay. Hand drying post-wash is standard service, not part of automatic wash cycle.","Portland, OR #2",80
Smoky Jennings Car Wash,Springfield,IL,,uncertain,touchless_automatic,0.65,"Website & most reviews confirm touchless automatic. One 1★ review alleges physical contact/damage, suggesting possible equipment malfunction or misalignment rather than brush-based wash.","Springfield, IL #2",
The Myrtle Wash,Brooklyn,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic machine bay (PDQ laser wash). Mixed facility offering hand wash + touchless automatic. Website/evidence mismatch resolved by strong review corroboration.","New York City, NY #2; Northern NJ #2",89
Captain Car Wash, I,Norristown,PA,,confirmed_touchless,mixed_with_touchless,0.85,"Website describes friction/soft-touch tunnel packages, BUT multiple customer reviews explicitly confirm a separate touchless bay exists and operates. Mixed facility with genuine touchless automatic.","Philadelphia, PA #2",65
Super Sudz Car Wash,San Antonio,TX,,not_touchless,soft_touch,0.95,"Website explicitly describes 'Soft Touch Wash' tunnel system. One review mentions 'rollers' making contact, contradicting touchless claims in reviews.","San Antonio, TX #1",86
Finish Line Car Wash,Pawtucket,RI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay. Mixed facility includes self-serve bays & vacuums. Description states 'touchless automatic wash.'","Providence, RI #3",87
Reno Car Wash,Reno,NV,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'completely touchless automatic machine wash'. Multiple reviews confirm touchless automatic bay. Mixed facility with self-serve bays and soft-touch option at another location.","Reno, NV #3",66
Mobil,La Jolla,CA,Mobil,confirmed_touchless,touchless_automatic,0.98,"Description explicitly states automatic touchless with high-pressure nozzles, no brushes/cloth. Multiple reviews confirm no brushes, strong jets, touch-free operation.","San Diego, CA #1",75
Ultimate Express Car Wash,Layton,UT,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless car wash systems' and 'hands-free experience with no contact.' Multiple 5★ reviews confirm touchless option; customers specifically chose it for vehicle protection.","Salt Lake City, UT #1",83
Car Wash City,Chatham,IL,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states '24/7 Touchless Automatics'; reviews confirm brushless/no-touch automatic wash; self-serve bays also present.","Springfield, IL #3",82
Circle K,Rapid City,SD,Holiday Stationstores,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'touchless automated car wash'. Customer review confirms 'touchless' keyword and positive filth-removal performance.","Rapid City, SD #3",
Auto Wash Express - Catalina,Catalina,AZ,,confirmed_touchless,mixed_with_touchless,0.92,"Fully automated Autec Automatics with explicit touchless/touch-free option confirmed. Mixed facility with self-serve bays also present. One negative review suggests possible equipment issue but doesn't negate touchless capability.","Tucson, AZ #1",51
Scarborough 24 hr Automatic Carwash,Scarborough,ME,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm brushless automatic touchless wash. Mixed facility includes self-serve bay. Touchless automatic bay clearly present and operational.","Portland, ME #1",62
Quick Car Wash II,Sparks,NV,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless wash bay. Also offers self-serve wands & vacuum. Touchless automatic is primary/featured service.","Reno, NV #1",93
Wash Time Car Wash II,Hayward,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless/touch-free automatic drive-thru bay with steam/laser wash. Also has self-serve stalls and vacuums.","San Francisco, CA #2",72
Waterfly Car Wash,Sacramento,CA,,uncertain,unknown,0.45,"Website describes friction/soft-touch tunnel; reviews claim 'no touch' but scratch complaints contradict touchless classification.","Sacramento, CA #3",82
Mike’s Stop and Shine,Terre Haute,IN,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states touchless, no brushes contact paint. Multiple 5★ reviews confirm touchless operation and positive experience.","Terre Haute, IN #2",
Liberty Car Wash,Mansfield,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms IQ Touch-Free and Typhoon™ Touch-Free high-pressure systems. Multiple reviews validate touchless automatic bay operation. Hybrid facility with soft-touch alternative.","Mount Vernon, OH #3",59
Squeaky's Car Wash,Spokane Valley,WA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Always Touch Free.' Multiple reviews confirm no-touch/touchless automatic wash. Brushless system confirmed.","Spokane, WA #1",94
Meridian Car Wash,Oklahoma City,OK,,uncertain,mixed_with_touchless,0.65,"Description confirms touchless automatic bay. Reviews praise touch-free wash, but one mentions brush damage and another references foam brushes in self-serve bays, creating ambiguity about primary service type.","Oklahoma City, OK #1",82
Kwik Trip,DUBUQUE,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact, brushless wash.","Platteville, WI #2",
Delta Sonic Car Wash,Rochester,NY,Delta Sonic,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly lists 'Touch-Less wash' and 'High-Pressure Sprays' as primary options. Multiple reviews confirm touchless automatic service. Facility also offers detailing/other services.","Rochester, NY #2",68
Kwik Trip,Red Wing,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'automatic touchless car washing — no brushes, no cloth.' Amenities list confirms touchless automatic wash. No contradicting evidence.","Red Wing, MN #3",
Gorilla Wash,Council Bluffs,IA,Gorilla Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/brushless/touch-free automatic bays. Also offers self-serve stalls.","Omaha, NE #3",89
Shine On Auto Wash Touchless Automatic,East Providence,RI,,confirmed_touchless,mixed_with_touchless,0.99,"Two automatic touchless bays confirmed. Mixed facility with self-serve bays and vacuums. Reviews explicitly praise touchless spray-only experience.","Providence, RI #1",88
Sunrise High Performance Car Wash,Port Huron,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free Automatic Washes' and 'Touch Free Laser Wash'. Multiple reviews confirm touchless automatic bay with no brushes, undercarriage rinse, high-pressure system.","Richmond, MI #1",78
Kwik Trip #575,St Joseph,MN,Kwik Trip,uncertain,mixed_with_touchless,0.65,"Listing describes touchless automatic gantry system. However, customer review mentions 'soft touch' option available, suggesting mixed facility. Unclear if soft-touch is brush/cloth-based.","St. Cloud, MN #2",
Coachman Car Wash & Detail Center,Clearwater,FL,,uncertain,mixed_with_touchless,0.45,"Description claims touchless automatic gantry wash, but reviews contradict: 'soft material assured,' 'brushless' (not touchless), and 'I would prefer touchless' suggest mixed/non-touchless services dominate actual operation.","Tampa, FL #2",80
Kwik Trip,Stacy,MN,Kwik Trip,uncertain,unknown,0.5,"Description claims touchless automatic (high-pressure water jets, no contact). Review mentions 'soft touch OR touch-free' option—unclear if touchless bay exists.","New Richmond, WI #1; North Branch, MN #1",
Sunshine Car Wash - Court St,Clearwater,FL,,uncertain,unknown,0.45,"Strong conflicting evidence: website/classification data suggests soft-touch tunnel; most reviews praise brushless tech; one recent review contradicts brushless claim entirely.","Tampa, FL #1",81
Oxford Wash,Oxford,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly lists 'Touchless Automatic Wash' service. Reviews confirm touchless automatic bays operate. Self-serve bays also present. Mixed facility qualifies.","Trenton, OH #1",58
Kwik Trip,Waite Park,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states high-pressure water jets, no physical contact. Customer review confirms 'no touch car wash' experience.","St. Cloud, MN #1",
5th Street Car Wash,Niles,MI,,uncertain,mixed_with_touchless,0.6,"Description claims touchless automatic (water+detergent, no brushes/cloth). Reviews mostly confirm touchless but one 1★ review contradicts ('wasn't touchless'). Mixed facility with self-serve bays also present.","South Bend, IN #3",86
Mission Gorge Car Wash,San Diego,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Website confirms touchless high-pressure bays. Multiple reviews praise touchless/brushless automatic wash. One negative review mentions brush option exists, but touchless bays clearly present.","San Diego, CA #2",76
Kwik Trip,ZUMBROTA,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus touchless gantry system confirmed. High-pressure nozzles, no physical contact. Positive customer review validates touchless operation.","Red Wing, MN #1",
Kwik Trip,NEW RICHMOND,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless automatic car wash.' Reviews confirm 'touch free' and 'touchless' options available. Kwik Trip chain known for touchless bays.","New Richmond, WI #2",
Halo Car Wash,Newburgh,IN,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly confirms touchless automatic bay with high-pressure jets, no brushes. Reviews mention touchless service; damage claims unrelated to wash type.","Owensboro, KY #2",55
Super Wash Inc,Glen Allen,VA,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly confirms touchless automatic wash bay. Multiple reviews praise touchless option. Facility also offers soft-cloth and self-serve bays, but touchless automatic is clearly present.","Richmond, VA #2",75
Hoffman Car Wash,Queensbury,NY,Hoffman Car Wash,not_touchless,soft_touch,0.92,"Website explicitly describes 'Soft Touch Wash' as primary method (friction-based). Scratch complaint corroborates contact wash. No touchless automatic bay confirmed.","Saratoga Springs, NY #3",71
Batter Up Car Wash,Granite City,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless/touch-free wash. Mixed facility with brush option also available.","St. Louis, MO #3",86
BubbleBee Hand/Touchless CarWash Citrus heights,Citrus Heights,CA,,not_touchless,detailing_only,0.95,"Hand wash facility using soft mitts/cloths. 'Touchless' label misleadingly describes hand washing without brushes, not automated touchless technology. No genuine automatic touchless bay confirmed.","Sacramento, CA #2",51
Octopus Brushless Car Wash,Sterling,IL,,uncertain,unknown,0.6,"Name claims 'Brushless' and description says 'touchless automated,' but no specific wash-bay details or customer reviews provided to confirm equipment type.","Sterling, IL #1",
Washville Car Wash,Somersworth,NH,,confirmed_touchless,touchless_automatic,0.85,"Website lacks touchless terminology, but listing description & multiple reviews explicitly confirm gantry-arm overhead high-pressure nozzles with no physical contact. One reviewer clarifies 'It's not touchless' but contradicts consensus.","Sanford, ME #1",69
Premier 7 Car Wash,Newport Beach,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states '100% brushless, touchless wash technology' and 'touchless tunnel.' Multiple reviews confirm touch-free, brushless operation with no physical contact.","Newport Beach, CA #1",87
Power Market,Pacific City,OR,Power Market,confirmed_touchless,touchless_automatic,0.92,"Chain uses Istobal systems with touchless/brushless options. Listing explicitly states 'touchless, brushless automated car wash technology.' Gas station with wash service.","Tillamook, OR #3",
Bubbles Auto Wash,Fort Pierce,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touchless Automatic' service. Multiple reviews confirm touchless wash exists. Mixed facility with hand wash/detailing also offered.","Stuart, FL #1; Vero Beach, FL #3",57
Pueblo Laser Wash & Vac North,Pueblo,CO,ProClean Auto Wash,confirmed_touchless,touchless_automatic,0.92,"Name, description, and equipment (PDQ LA laser system) confirm touchless automatic. Reviews mention 'touch free' and 'touchless' bays with water-based cleaning, no brushes cited.","Pueblo, CO #2",51
IQ Car Wash,Owasso,OK,IQ Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly describes touch-free automatic system with 3D profiling & high-pressure heads. Multiple reviews confirm touchless bay exists alongside soft-touch & self-serve options.","Tulsa, OK #3",68
Dirtbuster Carwash,Brazil,IN,Dirtbuster Car Wash,uncertain,unknown,0.45,"One review claims 'touchless' but official site lacks touchless terminology. No brush/cloth evidence contradicts it; insufficient detail to confirm.","Terre Haute, IN #1",
Ginger's Car Wash,Westerly,RI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless/touch-free bay. Mixed facility with self-serve, touchless automatic, and full-service options.","Norwich, CT #2",79
Phoenixville Buggy Bath,Phoenixville,PA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states '1 touch-less automatic' bay. Multiple reviews confirm brushless/touchless automatic wash. Self-serve bays don't disqualify mixed facility with genuine automatic touchless.","Philadelphia, PA #1",95
Route 5 Car Wash,Palisades Park,NJ,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Brushless Car Wash'; multiple reviews confirm brushless/touchless machines. Core service is touchless automatic.","New York City, NY #1; Northern NJ #1",85
Pioneer Car Wash and Detail,Draper,UT,,confirmed_touchless,mixed_with_touchless,0.85,"Reviews confirm touchless automatic bay (upgraded system); also offers brush/soft-touch bays and detailing. Mixed facility qualifies if touchless present.","Salt Lake City, UT #3",63
Bonjour Car Wash,Stuart,FL,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms touchless automatic wash. Multiple reviews verify touch-free automated bay. Hybrid facility with self-serve bays also available.","Stuart, FL #2",63
Splash & Dash Touchless Car Wash,Rochester,NH,,not_touchless,self_serve_only,0.95,"Self-serve spray bays alone do not qualify. Must have automatic touchless bay per criteria.","Sanford, ME #3",92
Finishline Car Wash,Mooresville,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly advertises touch-free/touchless automatic bay. Multiple reviews confirm touchless service operational and effective. Soft cloth option present but touchless automatic clearly available.","Statesville, NC #1",84
Shell,Pueblo,CO,Shell,confirmed_touchless,touchless_automatic,0.92,"Multiple customer reviews explicitly confirm 'touchless' and 'no-touch' car wash. Description details high-pressure water jets with no physical contact.","Pueblo, CO #1",
Gorilla Touchless Car Wash San Antonio,San Antonio,TX,Gorilla Car Wash,confirmed_touchless,touchless_automatic,0.95,"Name explicitly states 'Touchless,' multiple reviews confirm 'touch less/no touch' automatic wash, Tesla owner praises 'no touch' results.","San Antonio, TX #2",83
Thunder Auto Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic' wash. Multiple reviews confirm brushless/touchless automatic bay. Self-serve bays also present. No contradictory evidence of brush contact in automatic wash.","Oklahoma City, OK #3",94
SuperWash 24/7 Car Wash,Sylvania,OH,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touchfree automatic car wash'. Description confirms touchless automatic bay + self-serve bays. Reviews affirm touchless operation and no brushes.","Toledo, OH #3",69
JetX Car Wash - Irvington Fremont,Fremont,CA,,not_touchless,soft_touch,0.85,"Multiple reviews explicitly state brushes present and contradict 'touchless' claims. One 5★ review says 'not touch free' but praises soft cleaning—indicating soft-touch, not touchless automatic.","San Jose, CA #3",63
Rocket Carwash,Temecula,CA,,uncertain,mixed_with_touchless,0.6,"Website describes friction/soft-touch tunnel only. Reviews mention 'touch free/touchless' options, but unclear if separate automatic bay or self-serve wands.","Temecula, CA #1",86
Power Wash USA,Sioux City,IA,Power Wash USA,uncertain,mixed_with_touchless,0.6,"Reviews confirm touchless automatics present (2★ mentions 'brush free', 5★ confirms 'touchless automatics'), but 5★ review states new tunnel wash 'isn't touchless', creating ambiguity about primary wash type.","Sioux City, IA #3",69
K's Car Wash,Woodland,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic as primary service with multiple packages. Reviews confirm touch-free wash with high-pressure water/chemicals. Mixed facility (also offers brushes), but genuine touchless automatic bay present.","Sacramento, CA #1",76
Solum Car Wash,New Richmond,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touch-Free Wash Tunnel'; customer reviews confirm touchless bays. Mixed facility also offers soft-scrub and self-serve options.","New Richmond, WI #3",61
American Pride Car Wash,Cary,NC,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly lists touchless automatic bays separate from tunnel locations. Multiple reviews confirm touch-free automatic wash operational. One 2★ review mentions brushes, likely referencing different tunnel service.","Raleigh-Durham, NC #3",86
Superior Touchless CarWash,Menominee,MI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states touchless automated bays with high-pressure wash, foam, coatings—no brushes. Reviews confirm brushless operation. No evidence of brush/cloth contact.","Sturgeon Bay, WI #3",
Super Wash,Trenton,OH,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touchfree automatic car wash' and 'brushless wash'. Customer review confirms brushless technology with no damage. Qualifies.","Trenton, OH #3",
Posh Wash Car Wash,Taunton,MA,Posh Wash,confirmed_touchless,touchless_automatic,0.95,"Website explicitly advertises 'TOUCHLESS WASH' with 'no brushes' as automated service. Multiple reviews confirm touchless bays present and operational.","Providence, RI #2",71
Sudz of Forest Lake,Forest Lake,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms two touch-free bays. Reviews explicitly verify automatic touchless wash with underbody sprayers. Mixed facility also includes soft-touch and self-serve bays.","North Branch, MN #3",68
Murray Car Wash,Murray,UT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bays. Multiple reviews praise 'touchless,' 'contactless,' and 'touch-less automatic' service. Two negative reviews cite equipment fit/chemical issues, not brush contact.","Salt Lake City, UT #2",94
Redline Speed Shine Shiloh,State College,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms 'Touchless Automatic' bay explicitly. Multiple reviews praise touchless/brushless wash. Also offers soft-touch & self-serve, but touchless automatic clearly present.","State College, PA #3",64
Super Klean Car Wash,Broken Arrow,OK,Super Klean Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm brushless automatic touchless bay. Mixed facility with self-serve bays also present.","Tulsa, OK #1",82
Super Wash,Elwood,IN,Super Wash,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'touchless (brushless) automated car wash'. Review confirms 'no touch wash'. No evidence of brushes or cloth contact.","Muncie, IN #3",
All Washed Up Auto Spa,Uniontown,PA,,uncertain,unknown,0.35,"Description claims touchless automatic bay with high-pressure jets. Reviews mention 'brushless' and 'brushes won't scratch.' Conflicting signals; website lacked touchless mentions but listing description contradicts this.","Uniontown, PA #1",
Power Market,Nehalem,OR,Power Market,uncertain,unknown,0.5,"Chain uses Istobal systems (touchless + soft-touch capable), but location-specific bay type unconfirmed. Description incomplete.","Tillamook, OR #2",
Washie Car Wash - Touchless and Self Service,Orlando,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Listing explicitly describes automatic touchless gantry with high-pressure nozzles, no brushes/cloth. Multiple reviews confirm automatic touchless bay; mixed facility includes self-serve bays.","Orlando, FL #2",92
Keystone Car Wash,Reno,NV,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states touchless automatic washing. Customer reviews confirm 'touch-free' and 'touchless' automated wash. Mixed facility with self-serve bays also present.","Reno, NV #2",
Carwash By Cain,Whitehouse,TX,,confirmed_touchless,touchless_automatic,0.95,"Description confirms automatic touchless bay with high-pressure nozzles, no physical contact. Reviews mention 'touch free' and 'laser wash' operation. One mixed review acknowledges brushes on other bays but primary bay is touchless.","Tyler, TX #3",
Pure Waves Touchless Car Wash,Sheboygan,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Express exterior automatic wash with advanced sensing technology, explicitly called 'touchless' and 'touchfree' in reviews. Self-serve bays present but automatic touchless bay confirmed.","Sheboygan, WI #2",68
Glenn's Touchless Car Wash,Stuart,FL,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly identifies as touchless; automated wash steps confirmed; customer reviews consistently praise brushless/touch-free operation; no brush/friction evidence.","Stuart, FL #3",85
Hangry Planet,San Bruno,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'touchless automated car wash.' Reviews confirm touchless service. Mixed facility with convenience store.","San Francisco, CA #1",82
Garibaldi Car Wash,Garibaldi,OR,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touchless automatic service. Multiple 5★ reviews confirm touchless wash operational and effective. Also offers self-serve bays.","Tillamook, OR #1",87
Salty Dog Car Wash - S Atlantic,New Smyrna Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic wash. Multiple reviews praise brushless/touchless automatic bay. Mixed facility with self-serve bays also present.","New Smyrna Beach, FL #3",51
Super Wash,Alexandria,IN,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touchfree automatic wash'; customer review confirms 'no touch car wash.' Touchless automatic bay present alongside self-serve.","Muncie, IN #2",
Suds it Up Car Wash,Bradenton,FL,,confirmed_touchless,touchless_automatic,0.92,"Multiple customer reviews explicitly confirm touchless/touch-free automatic bays. Website evidence is weak, but review consensus overwhelms it.","Sarasota, FL #3",68
Time To Shine Car Wash,Lewistown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/no-touch automatic wash. Mixed facility with self-serve bays also available.","State College, PA #1",87
Laziboy Car Wash & Mobile Detailing,Plymouth,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states high-pressure water+detergent, no brushes/cloth/foam curtains. Reviews confirm touchless bay exists; also offer soft-touch option separately.","Sheboygan, WI #1",82
Wash Me! Car Wash,Longmont,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms high-tech automatic drive-through washers. Multiple reviews explicitly praise 'touch free' and 'touchless' automatic wash. Mixed facility with self-serve + touchless automatic.","Longmont, CO #3",84
Brown Bear Car Wash,Spokane Valley,WA,Brown Bear,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'Touchless (brushless) automated car wash.' Multiple reviews confirm touchless/automatic operation. One negative review mentions 'broom washing' but likely refers to self-serve bay, not automatic.","Spokane, WA #2",68
Whitefish Superwash Inc.,Whitefish,MT,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 2 fully automated Razor® Touchless bays. Reviews consistently praise touchless/brushless/no-touch automatic wash. Mixed facility with self-serve bays also present.","Kalispell, MT #1",79
Purple Elephant Car Wash Torrington,Torrington,CT,Elephant Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless/touch-less/brushless automatic bay. Mixed facility: touchless bay + tunnel wash + self-serve bays present.","Hartford, CT #1",81
ScrubaDub Car Wash (Salem),Salem,NH,ScrubaDub,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly confirms 2+ touchless laser bays with multiple service tiers. Multiple 5-star reviews explicitly praise touchless/touch-free wash. No brush/cloth contact evidence.","Haverhill, MA #3",66
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/touch-free automatic wash. Description mentions 'touchless automatic wash options.' One negative review disputes quality but not touchless capability.","Greensboro, NC #3",82
Kwik Trip,MILFORD,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a genuine touchless automatic system using water pressure & chemistry only—no brushes/cloth contact.","Milford, IA #3",
Spit Shine Car Wash,Nicholasville,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch less,' 'touch free,' 'touchless' automatic wash. Customers contrast it favorably against brush washes with debris/scratching. Mixed facility (automatic touchless + self-serve stalls).","Lexington, KY #1",91
Bee Clean Auto Wash-59th,Greeley,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic washes with no brushes using Karcher laser systems. Multiple customer reviews confirm touchless bays. Mixed facility includes self-serve bays.","Greeley, CO #2",82
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless option available. Multiple reviews explicitly mention 'touchless wash' as functional service. Mixed facility with SoftTouch + Touchless bays.","Kalamazoo, MI #2",82
Circle K,Grand Forks,ND,Circle K,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets, no physical contact. Multiple 5★ reviews confirm touchless automatic bay. One negative review about pricing, unrelated to wash type.","Grand Forks, ND #3",80
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic bay with no brushes. Mixed facility includes self-serve wand bays.","Janesville, WI #1",86
Cedar River Car Wash,Fowlerville,MI,,confirmed_touchless,mixed_with_touchless,0.98,"2 automatic touchless bays using high-pressure water jets confirmed. Mixed facility with soft-touch tunnel also present. Multiple reviews praise touchless option.","Fenton, MI #2",51
Sundance Car Wash,Leola,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website describes touchless gantry-arm wash with high-pressure nozzles (no contact). Multiple reviews confirm touchless bay available alongside soft-touch option.","Lancaster, PA #1",90
Hy-Vee Car Wash,Mankato,MN,Hy-Vee,uncertain,unknown,0.35,"Listing claims touchless/laser but official Hy-Vee website shows no car wash. Reviews mention touchless/laser but lack detail on equipment type.","Mankato, MN #3",
Clear Lake Laser Wash,Clear Lake,IA,,confirmed_touchless,mixed_with_touchless,0.92,"Clear touchless automatic/laser wash confirmed by name, description (water+detergent only, no brushes/cloth), and positive reviews. Mixed facility includes self-serve bays with brushes.","Mason City, IA #3",77
