name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Royal Rinse Car Wash,Colonial Heights,VA,Royal Rinse Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless wash. Mixed facility with self-serve bays + touchless automatic bay present.","Richmond, VA #3",81
RMR CAR WASH,Vero Beach,FL,,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states touchless wash without brushes. Multiple reviews confirm touchless system operation despite service quality complaints.","Vero Beach, FL #3",
Mission Gorge Car Wash,San Diego,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states touchless/high-pressure options. Multiple reviews confirm touchless automatic bays. One brush option exists but touchless bays clearly present.","San Diego, CA #2",76
Exxon,Bartonsville,PA,Exxon,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay with gantry/overhead nozzles, no physical contact. Multiple reviews confirm touchless service.","Wilkes-Barre, PA #1",68
Kwik Trip,Waite Park,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets with no physical contact. Customer review confirms 'no touch car wash.' Matches touchless criteria.","St. Cloud, MN #1",
Valley Car Wash,St Clairsville,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly confirms 'Razor Touch Free Automatic' touch-free systems. Reviews confirm touchless automatic bays present alongside soft-touch and self-serve options.","Wheeling, WV #1",63
Kwik Trip,ZUMBROTA,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus confirmed; gantry overhead, high-pressure nozzles, no physical contact. Customer review affirms touchless experience.","Red Wing, MN #1",
Super Wash,Moline,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touchfree automatic car wash.' Reviews confirm brushless automatic wash. Mixed facility with self-serve bays + touchless automatic bay.","Quad Cities, IA-IL #1",82
Octopus Brushless Car Wash,Sterling,IL,,uncertain,unknown,0.5,"Name claims 'brushless' but no review evidence or technical specs confirm automatic touchless wash bay exists.","Sterling, IL #1",
Batter Up Car Wash,Granite City,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch free automatic', 'no touch carwash', and 'automatic touchless' bay. Mixed facility with brush option also available.","St. Louis, MO #3",86
Kwik Trip Car Wash,Rochester,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless automatic but truncated. No wash_types data, no reviews, no verification details provided.","Rochester, MN #3",
Car Wash@821,Plymouth,IN,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '24/7 Touchless Wash' automated service. Multiple reviews confirm touch-free operation. Mixed facility with detailing also offered.","Warsaw, IN #1",83
Bubbles Auto Wash,Fort Pierce,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly confirms touchless automatic service. Reviews confirm touchless bay exists. Mixed facility with hand wash/detailing also offered.","Stuart, FL #1; Vero Beach, FL #1",57
Washville Car Wash,Somersworth,NH,,confirmed_touchless,touchless_automatic,0.92,"Website claims high-pressure nozzles with no physical contact. Multiple reviews explicitly mention 'touchless' and 'touch-free' options. Description confirms gantry overhead system with no brushes.","Sanford, ME #3",69
Sunrise High Performance Car Wash,Port Huron,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms 'Touch Free Automatic' and 'Laser Wash'; multiple reviews praise touchless automatic with no brushes; operates alongside self-serve bays.","Richmond, MI #1",78
Kwik Trip,WATERLOO,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus confirmed touchless system; description explicitly states no brushes/cloth; customer review mentions 'Touch Free' option selected.","Waterloo-Cedar Falls, IA #1",
College Park Car Wash,College Park,MD,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'automatic touchless drive-thru.' Multiple reviews mention 'touchless wash' and 'brushless wash' as distinct offerings. Mixed facility with self-serve bays.","Washington, DC #2",66
Pueblo Laser Wash & Vac North,Pueblo,CO,ProClean Auto Wash,confirmed_touchless,touchless_automatic,0.92,"Name, description, and amenities explicitly confirm touchless/laser automatic. Reviews mention 'touch free' and 'touchless' bays. Complaints are performance-based (water pressure, coverage), not about physical contact.","Pueblo, CO #1",51
A-1 Car Wash touchless 24 HOUR,Dartmouth,MA,,confirmed_touchless,touchless_automatic,0.98,"Multiple reviews confirm automatic touchless bays with no contact. Description explicitly describes gantry-arm high-pressure system. PDQ equipment standard for touchless.","Providence, RI #3",91
Drive & Shine Car Wash,South Bend,IN,Drive & Shine,uncertain,unknown,0.35,"Website describes tunnel wash with chemical treatments; reviews mention 'touchless' but also describe belt-driven system. Contradictory evidence; unclear if touchless automatic exists.","South Bend, IN #3",82
Kwik Trip,SERGEANT BLUFF,IA,Kwik Trip,uncertain,unknown,0.3,"Description claims touchless high-pressure wash, but no reviews/evidence corroborate. Kwik Trip chain typically operates brush tunnels.","Sioux City, IA #3",
Power Market,Redding,CA,Power Market,confirmed_touchless,touchless_automatic,0.85,"Chain uses Istobal systems with touchless/brushless options. Listing explicitly states 'touchless, brushless automated car washing' at this location.","Redding, CA #3",
Canfield Auto Spa,Canfield,OH,Super Suds Auto Spa,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/brushless/touch-free automatic wash. Description states 'touchless automatic car wash experience' with 'brushless system.'","Warren-Youngstown, OH #3",87
Dirtbuster Carwash,Brazil,IN,Dirtbuster Car Wash,uncertain,unknown,0.45,"One review claims 'touchless' but official website lacks touchless language. No brushes/bristles mentioned either way. Insufficient evidence.","Terre Haute, IN #1",
Finishline Car Wash,Mooresville,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly advertises touch-free/touchless automatic wash. Multiple reviews confirm functional touchless system. Mixed facility with soft cloth and self-serve options also available.","Statesville, NC #1",84
Wash N Go,Carson City,NV,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Touchless Car Wash' with 'We Wash But Don't Touch!' messaging. Multiple reviews confirm touchless automatic operation with no scratches/damage. No brush/cloth contact reported.","Reno, NV #3",75
Shell,Pueblo,CO,Shell,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states high-pressure water jets, no physical contact. Reviews confirm 'touchless' and 'no-touch' car wash bay present.","Pueblo, CO #2",
Rocket Carwash,Temecula,CA,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple reviews explicitly confirm touchless/touch-free wash option available. Mixed facility with both tunnel and touchless bays.","Temecula, CA #2",86
Keep It Shining Car Wash,Bridgeton,NJ,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless with high-pressure water jets, no physical contact. Multiple reviews confirm touchless/laser wash operation.","Vineland, NJ #1",72
Gorilla Touchless Car Wash San Antonio,San Antonio,TX,Gorilla Car Wash,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/no-touch automatic wash. Name, description, and customer language ('touch less,' 'no touch,' 'touch-less') consistently affirm touchless operation.","San Antonio, TX #1",83
Champion's AutoWash,Wisconsin Rapids,WI,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic wash. No brushes/cloth mentioned. Paint protection praised.","Wisconsin Rapids, WI #1",85
Splash Car Wash @ TPC,San Antonio,TX,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Description confirms automatic touchless gantry with high-pressure nozzles, no brushes/cloth. Reviews consistently cite 'touchless' wash. Mixed facility (bays + auto). One damage complaint suggests high pressure, not brush contact.","San Antonio, TX #2",86
Splash & Dash Auto Wash,Fairfield,OH,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay using water pressure & detergent only, no brushes/cloth/foam curtains.","Trenton, OH #1",
Twin Star Car Wash,Snoqualmie,WA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touch-free, no physical contact. Sonar tech + high-pressure rinse confirmed. Multiple 5★ reviews validate automatic no-touch wash. Self-serve stalls present but touchless bay primary.","Seattle, WA #3",83
Mr. Shine Auto Wash,Trafford,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic wash service. Multiple reviews cite touchless option. Mixed facility with touchless + soft-touch + self-serve bays.","Uniontown, PA #2",80
Oil Changers & Car Wash,Visalia,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Reviews confirm touchless/contactless automatic bay available. Mixed facility offers both touchless and brush options.","Visalia, CA #1",
Superior Touchless CarWash,Menominee,MI,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless automated bays with high-pressure wash steps, no brushes mentioned. Reviews confirm brushless/touchless operation.","Sturgeon Bay, WI #3",
Mundy Street Car Wash,Wilkes-Barre Township,PA,,confirmed_touchless,touchless_automatic,0.95,"Automatic touchless bay confirmed: gantry arm, high-pressure nozzles, no physical contact. Customer review affirms touchless operation.","Wilkes-Barre, PA #3",
Kwik Trip,Wausau,MI,Kwik Trip,uncertain,unknown,0.3,"Description claims touchless high-pressure water+detergent (no brushes/cloth), but Kwik Trip chain typically operates brush tunnels. No customer reviews or chain-level verification provided.","Wausau, WI #3",
Express Auto Wash,North Brookfield,MA,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with no physical contact. Multiple reviews confirm touch-free/touch-less/no-touch wash. No brush mentions.","Worcester, MA #3",89
Murray Car Wash,Murray,UT,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'brushless, touchless automatic' bays. Multiple reviews confirm automatic touchless wash bays. Mixed negative reviews about damage appear unrelated to brush contact (equipment fit, chemical issues).","Salt Lake City, UT #1",94
Radiant Shine Wash,Wooster,OH,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms touchless automatic bays. Reviews praise touch-free Accutrac system, no brushes. Also offers self-serve.","Wooster, OH #3",80
Super Klean Car Wash,Broken Arrow,OK,Super Klean Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'brushless automatic car wash.' Multiple reviews confirm touchless/brushless automatic bay. Mixed facility (also has self-serve manual bays).","Tulsa, OK #3",82
Nifty Car Wash,Perrysburg,OH,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets, no brushes/contact. Multiple reviews confirm touchless automatic operation.","Toledo, OH #2",71
Hangry Planet,San Bruno,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'touchless automated car wash.' Reviews confirm touchless service. Mixed facility with convenience store.","San Francisco, CA #2",82
Brown Bear Car Wash,Spokane Valley,WA,Brown Bear,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'Touchless (brushless) automated car wash.' Multiple reviews confirm automatic touchless operation with no-touch wash. One review mentions brush washing but appears to be unrelated context.","Spokane, WA #2",68
Classic Touch Express Car Wash,Winston-Salem,NC,,uncertain,unknown,0.45,"Reviews mention both 'brushless/touchless option' AND 'brushes in wash.' Conflicting evidence; unclear if touchless bay exists alongside brush tunnel or if only brushless option available.","Winston-Salem, NC #1",80
Kiwi Car Wash Vero Beach,Vero Beach,FL,,uncertain,unknown,0.45,"Website silent on touchless tech. Description claims brushless/touchless bay, but multiple 1★ reviews report physical damage (light bar knocked off, door dent, scratches, door panel ripped) suggesting mechanical contact—inconsistent with true touchless operation.","Vero Beach, FL #2",
Garibaldi Car Wash,Garibaldi,OR,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless automatic service. Multiple 5★ reviews explicitly confirm touchless wash quality and performance.","Tillamook, OR #1",87
Suds it Up Car Wash,Bradenton,FL,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/touch-free automatic bays. Website mentions automatic system; reviews validate touchless operation despite no touchless language on site.","Sarasota, FL #1",68
Shine On Auto Wash Touchless Automatic,Warwick,RI,,confirmed_touchless,touchless_automatic,0.98,"Listing explicitly describes high-pressure water+detergent gantry system with no brush/cloth contact. Multiple reviews confirm touchless operation and Vector automatic equipment.","Providence, RI #2",87
Kittery Car Wash,Kittery,ME,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automated car wash.' Multiple reviews confirm touchless wash operation; no brush/cloth contact mentioned.","Sanford, ME #2",86
Hidden Cove Car Wash,Layton,UT,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touchless automatic with no brushes. Multiple reviews confirm brushless/touchless automatic bay. Also offers self-serve.","Salt Lake City, UT #3",84
Laziboy Car Wash & Mobile Detailing,Plymouth,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly confirms high-pressure water+detergent touchless wash with no brushes/cloth/foam. Multiple reviews confirm touchless bay present. Mixed facility (also offers soft-touch, detailing).","Sheboygan, WI #1",82
Roger's Laser Wash,New Hartford,NY,,confirmed_touchless,touchless_automatic,0.98,"Explicit name 'Laser Wash,' declared touchless_automatic type, multiple 5★ reviews confirming touchless/touch-free operation with water+pressure only.","Utica-Rome, NY #1",92
Shammy's Auto Wash,Owensboro,KY,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/laser wash system. Customers praise touch-free operation, swirl-mark prevention, and automatic laser wash technology.","Owensboro, KY #1",93
Buggy Bath Car Wash,Anderson,IN,,confirmed_touchless,touchless_automatic,0.95,"High-pressure water/chemical gantry system, no brushes/cloth contact. Multiple reviews confirm touchless/brushless/laser wash operation.","Muncie, IN #1",81
Edison Car Wash,Edison,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless/laser automatic wash. Mixed facility with DIY bays also present. Description states 'brushless' automated experience.","Mount Vernon, OH #2",82
Uncasville Quick Lube & Car Wash,Uncasville,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states water pressure + detergent only, no brushes/cloth/foam curtains. Multiple reviews confirm 'touchless,' 'touch-free' wash. Mixed facility (quick lube + wash).","Norwich, CT #1",88
Time To Shine Car Wash,Lewistown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic wash. Facility also offers self-serve bays. No brush/soft-touch complaints.","State College, PA #1",87
Spit Shine Car Wash,Nicholasville,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic bay. Customers contrast it favorably against brush washes with debris/scratching concerns.","Lexington, KY #1",91
Kwik Trip,MILFORD,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states touchless, water+detergent only, no brushes/cloth/foam. Equipment named: PDQ Laserwash 360 Plus (verified touchless system).","Milford, IA #2",
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/touch-free automatic wash. Description states '24hrs touchless automatic wash.' One negative review challenges authenticity but operational malfunction ≠ not touchless.","Greensboro, NC #1",82
Grand Express Wash,Peoria,AZ,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Touchless Wash Available' multiple times. Reviews consistently mention 'brushless,' 'touchless,' and 'touch free' automatic wash. Automated track system confirmed.","Phoenix, AZ #1",88
New Richmond Car Wash,New Richmond,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states automatic bay uses high-pressure water jets with no physical contact. Reviews confirm 'touch free' and 'touch less' automatic wash. Self-serve also available.","New Richmond, WI #1",80
Wash Me! Car Wash,Evans,CO,,confirmed_touchless,mixed_with_touchless,0.95,"High-tech automatic drive-through touchless/brushless wash confirmed by website, description, and multiple customer reviews explicitly praising 'touchless' and 'no touch' automatic system.","Greeley, CO #3",86
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description + reviews confirm automatic touchless spray system. Mixed facility: touchless automatic bay + self-serve wands. No brush contact evidence.","Janesville, WI #1",86
Kwik Trip,FARIBAULT,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a laser/touchless automatic. Description explicitly states high-pressure water jets, no physical contact. Equipment confirms touchless technology.","Owatonna, MN #2",
Sundance Car Wash,Leola,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay with gantry/overhead nozzles. Mixed facility also offers soft-touch bay. Website lacks detail but description and reviews align.","Lancaster, PA #1",90
Magic Sparkle Automatic and Self-Serve Car Wash,Louisville,KY,,confirmed_touchless,mixed_with_touchless,0.98,"Automatic touchless bay confirmed: gantry overhead, high-pressure nozzles, no physical contact. Multiple reviews praise 'no touch' and 'touchless' wash. Also has self-serve bays and vacuum.","Louisville, KY #3",80
Raymond Car Wash & Detailing,Raymond,ME,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'Touch-Free automatic service' with soap, wax, dryers. Customer review confirms 'Touchless' operation. Self-serve bays also present.","Portland, ME #2",
Power Market,Lower Lake,CA,Power Market,confirmed_touchless,touchless_automatic,0.85,"Chain-level verification confirms Istobal touchless systems at all Power Market locations. Listing explicitly states 'touchless, brushless automated car washing.' No contradictory review evidence present.","Lakeport, CA #3",
Doyle's Car Wash,Turners Falls,MA,,confirmed_touchless,mixed_with_touchless,0.85,"Reviews confirm one touchless automatic bay plus manual wash bays. Website claims touchless but lacks detail; reviews provide clear evidence of functioning touchless wash service.","Northampton, MA #1",84
Self Service Auto Wash,Jacksonville Beach,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay ('touchless drive thru', 'touchless auto wash'). Mixed facility with self-serve bays + automatic touchless option.","Jacksonville, FL #2",85
Diamond Sparkle Car Wash,Colchester,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Car Wash System' as primary option. Multiple reviews confirm touchless automatic bay present alongside self-serve and express wash options.","Norwich, CT #3",48
Pony Express Car Wash,Ammon,ID,,uncertain,mixed_with_touchless,0.6,"Reviews mention touchless option available, but inconsistent execution. Website lacks touchless terminology. Mixed signals on whether touchless bay genuinely operational.","Idaho Falls, ID #1",69
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms both SoftTouch and Touchless options. Multiple reviews explicitly mention touchless wash availability and use touchless-specific keywords.","Kalamazoo, MI #2",82
AutoBrite Car Washes, Inc.,Henderson,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Explicitly operates automatic No Touch (touchless) bay alongside soft-touch option. Customer review confirms 'automatic No Touch' system present.","Henderson, NC #1",80
Max Car Wash,Fallbrook,CA,Max Car Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms touchless automatic (Istobal M25). Multiple reviews validate touchless/brushless service. Mixed facility with self-serve bays also present.","Oceanside-Carlsbad, CA #3; Temecula, CA #3",65
Kwik Trip,SPENCER,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a recognized touchless laser system. Description explicitly states touchless automatic with no physical contact.","Marshfield, WI #3",
Power Market,Lucerne,CA,Power Market,uncertain,unknown,0.4,"Chain offers both touchless AND soft-touch; Lucerne location type unconfirmed. Needs site-level verification.","Lakeport, CA #1",
Biddeford Auto Wash,Biddeford,ME,,uncertain,mixed_with_touchless,0.65,"Multiple reviews confirm touchless bays present. One 1★ review alleges brush damage, contradicting touchless claim. Conflicting evidence requires clarification.","Portland, ME #1",73
Our Town Car Wash,South Hadley,MA,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'touchless automatic washes' with high-pressure water/chemicals, no friction. Reviews confirm brushless operation. Strong corroborating evidence.","Northampton, MA #3",82
Kwik Trip Car Wash,Owatonna,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless/brushless automatic, but empty wash_types array and no reviews create ambiguity. Chain verification needed.","Owatonna, MN #3",
Magic Wash Inc,Middleton,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms automatic touchless bay. Multiple reviews explicitly praise touchless wash. Mixed facility with soft-touch and self-serve also offered.","Madison, WI #2",58
WAVE'S Carwash,McKees Rocks,PA,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless/touch-free technology. Multiple reviews confirm no brushes, touch-free operation, automated wash.","Pittsburgh, PA #2",84
RiverFront Detail and WiggyWash of Arkansas,Little Rock,AR,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm laserwash 360plus and touchless automatic bay present. One review mentions soft cloth (non-touchless), indicating mixed facility. Single 1★ scratch complaint insufficient to override strong touchless evidence.","Little Rock, AR #3",73
Mobil,Fort Lauderdale,FL,Mobil,uncertain,touchless_automatic,0.65,"Description confirms touchless gantry system. However, one 1★ review reports bumper damage at 'contactless' wash, raising questions about actual operation vs. advertised capability.","Miami, FL #2",72
Kwik Shine Car Wash - TOUCHLESS car wash,Ephrata,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Business explicitly claims touchless/brushless automatic system. Multiple reviews confirm touchless wash experience. Mixed facility includes self-serve bays.","Lancaster, PA #3",85
Black Dog Car Wash,Londonderry,NH,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless equipment. Multiple reviews consistently praise touchless/touch-free wash. No brush/cloth contact mentioned.","Haverhill, MA #1",88
Shammys Auto Wash,Owensboro,KY,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless locations. Multiple reviews confirm automatic touchless wash. One negative review mentions scratches but lacks detail on cause; majority positive touchless-specific feedback.","Owensboro, KY #2",75
Maurer's Sunshine Car Wash,Jackson,MI,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'automated car washing without brushes touching your vehicle.' Multiple reviews confirm touchless operation; no brush/cloth contact mentions.","Jackson, MI #2",
Tornado Car Wash,Omaha,NE,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms 'high power touchless automatics.' Mixed facility with touchless + soft-touch + brush options. Multiple reviews verify functional touchless bay.","Omaha, NE #1",85
Lucky Ducky Car Wash | TOUCHLESS Car Wash | Lansing,Lansing,MI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless wash'. Multiple reviews confirm touch-less/brushless automatic service with powerful jets. No brushes or cloth contact mentioned.","Lansing, MI #1",93
Touch Free Car Wash,Miami,FL,,uncertain,touchless_automatic,0.65,"Listing claims touchless automatic; reviews confirm touch-free experience. However, one recent review (2/2) states facility is closed, creating operational uncertainty.","Miami, FL #3",70
Mr. Magic Car Wash,Morgantown,WV,Mr. Magic Car Wash,confirmed_touchless,touchless_automatic,0.85,"Multiple customer reviews explicitly confirm touchless/touch-free automatic wash. Website lacks detail, but reviews are clear evidence of brushless system.","Morgantown, WV #1",82
Kwik Trip,Cameron,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims 'touchless' but no wash type details, specifications, or reviews provided to verify automatic touchless vs. self-serve or brush system.","Green Bay, WI #1",
University Car Wash,Huntington,WV,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'touchless automated car wash experience.' 5★ review confirms 'touch free' wash with employee drying. Mixed facility (vacuum, underbody, detail options present).","Huntington, WV #1",
Motor City Auto Wash,Phoenix,AZ,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'premium touchless car washes' with 'high-pressure jets and no brushes or cloths'. Multiple reviews confirm brushless/touchless automatic bays. Also offers self-serve bays.","Phoenix, AZ #3",91
Big Splash Car Wash,Whiteland,IN,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms fully automated touchless wash + laser wash. Multiple reviews explicitly mention 'laser wash' and 'no touch wash' as separate service from self-serve bays.","Indianapolis, IN #1",91
Salty Dog Car Wash - E New York,DeLand,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic wash; multiple 5★ reviews confirm touch-free operation; 24-hour automatic bay available.","New Smyrna Beach, FL #1",86
Spruce Street Car Wash,Elizabethtown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website and multiple reviews confirm automatic touchless/touch-free bay. Mixed facility with self-serve bays and friction wash also present.","Harrisburg, PA #1; Lancaster, PA #2; York, PA #2",89
Bloomingdale Self-Serve Car Wash,Bloomingdale,NJ,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms 2 touchless automatic bays. Reviews consistently mention robot arm, brushless, and touch-free wash. Mixed facility with self-serve bays also present.","New York City, NY #2; Northern NJ #2",73
Kwik Trip,PRINCETON,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 P confirmed + description explicitly states touchless/no-brush automatic + reviews mention 'touch free' and 'touchless.'","North Branch, MN #1",80
Gary Rome Car Wash,Holyoke,MA,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'touchless automated car wash experience.' Multiple reviews confirm touchless bay exists. Some damage claims unrelated to touchless vs brush distinction.","Northampton, MA #2",81
Shell,Carmel,CA,Shell,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless wash'. No contradicting evidence in reviews.","Monterey, CA #1",
Red Hawk Wash,Milton,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers touch-free automatic option with sonar technology. Multiple reviews confirm touchless automatic wash available alongside soft-touch option.","Janesville, WI #3",80
U-Wash Car Wash,Nashville,TN,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly confirms touchless automatic wash. Reviews mention both 'no-touch' and 'soft touch' options; facility offers genuine touchless bay alongside brush wash.","Nashville, TN #2",62
Hurricane Carwash Webb City,Webb City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms high-pressure touch-free automatic system. Multiple 5★ reviews explicitly praise touchless wash. Mixed facility with soft-touch alternative available.","Joplin, MO #2",62
OTTO Car Wash,Kansas City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Clear evidence of automatic touchless bay. Multiple reviews confirm 'touchless automatic,' 'brushless automatic,' and 'touch less tunnel.' Mixed facility with self-serve bays also available.","Kansas City, MO #1",95
Laser Wash,Mason City,IA,,confirmed_touchless,touchless_automatic,0.95,"Explicit touchless automatic wash using water pressure & detergent only; no brushes/cloth/foam curtains mentioned. Laser wash technology confirmed.","Mason City, IA #3",
Oxford Laser Car Wash,Oxford,NC,,confirmed_touchless,touchless_automatic,0.95,"Explicit touchless automatic bay using water pressure + detergent, no brushes/cloth. Customer review confirms touch-free operation, no swirl damage.","Henderson, NC #2",
Clean-N-Go Car Wash,Franklin,IN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm brushless automatic touchless wash. Description explicitly states 'touchless automated car wash experience' and 'brushless wash.'","Indianapolis, IN #2",82
Power Market,Jacksonville,OR,Power Market,confirmed_touchless,touchless_automatic,0.95,"Chain verified to use Istobal touchless/brushless systems. Listing explicitly states 'touchless, brushless automated' technology with no brush contact.","Medford, OR #1",
Wildwood Auto Wash,Jackson,MI,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless wash bay; also has self-serve wand bays. No brush/cloth contact mentioned.","Jackson, MI #1",85
Shell,Salinas,CA,Shell,uncertain,unknown,0.45,"Description claims 'touchless, brushless automated' but no review evidence. Chain-level verification needed.","Monterey, CA #3",
Kwik Trip,SPENCER,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a laser/touch-free automatic system. Description explicitly states touchless automatic with no physical contact.","Milford, IA #3",
Spot Free Car Wash - Monrovia,Monrovia,CA,,confirmed_touchless,touchless_automatic,0.98,"Website and multiple reviews explicitly confirm brushless touchless automatic system using high-pressure soap/water with no physical contact. Primary service offering.","Los Angeles, CA #3",85
Kwik Trip,CHISAGO CITY,MN,Kwik Trip,uncertain,unknown,0.35,"Description claims 'touchless automatic' but no review evidence, no wash_types field, no corroborating details.","North Branch, MN #2",
Aqua Jet Car Wash of Cheswick,Cheswick,PA,,uncertain,unknown,0.45,"Reviews claim 'brushless' and 'touchless' but also mention hand-wash wands and brushes being sprayed. Website describes hand detailing/vacuuming. Conflicting evidence.","Pittsburgh, PA #1",90
